from,to,weight
15019,15603,7
15019,15612,7
15019,15616,7
15019,20104,7
15019,20108,7
15019,20119,7
15019,20122,7
15019,20134,1
15019,20136,6
15019,20145,7
15019,20147,7
15019,20305,7
15019,20310,7
15019,20321,7
15019,20325,1
15019,20329,7
15019,20340,7
15019,20343,7
15019,20501,6
15019,20504,7
15019,20505,2
15019,20508,3
15019,20517,7
15019,20519,7
15019,20529,7
15019,20533,5
15019,20536,0.5
15019,20537,7
15019,20538,7
15019,20542,7
15019,20702,7
15019,20705,7
15019,20706,7
15019,20708,7
15019,20712,7
15019,20720,7
15019,20723,7
15019,20724,7
15019,20726,6
15019,20727,7
15019,20731,7
15019,20733,7
15019,20748,7
15019,20749,7
15019,20750,7
15019,20754,7
15019,20757,7
15019,20759,1.5
15019,20762,7
15019,20904,7
15019,20906,1
15019,20907,7
15019,20920,7
15019,20927,7
15019,20932,7
15019,20934,7
15019,20941,6.5
15019,20944,6.5
15019,20946,1
15019,20952,7
15019,20954,7
15019,20955,7
15019,20958,7
15019,20959,7
15019,21102,7
15019,21103,0.5
15019,21110,6.5
15019,21118,7
15019,21124,7
15019,21137,7
15019,21140,7
15019,21167,1
15019,21168,1
15019,21171,1
15019,21172,7
15019,21176,2
15019,21177,1
15019,21198,6.5
15019,21300,7
15019,21303,6.5
15019,21304,7
15019,21306,7
15019,21308,7
15019,21309,7
15019,21311,7
15019,21312,7
15019,21313,7
15019,21314,7
15019,21315,7
15019,21316,7
15019,21321,7
15019,21324,6
15019,21326,7
15019,21329,7
15019,21334,7
15019,21335,7
15019,21340,7
15019,21341,7
15019,21342,7
15019,21343,7
15019,21344,7
15019,21352,7
15019,21353,0.5
15019,21357,1
15019,21358,6
15019,21361,7
15019,21362,7
15019,21365,6.5
15019,21366,7
15019,21368,7
15019,21369,7
15019,21370,7
15019,21371,7
15019,21372,7
15019,21375,7
15019,21502,7
15019,21504,7
15019,21506,7
15019,21507,6.5
15019,21508,7
15019,21525,7
15019,21529,7
15019,21530,7
15019,21532,2
15019,21536,7
15019,21538,7
15019,21540,7
15019,21545,7
15019,21548,7
15019,21554,6.5
15019,21566,7
15019,21703,7
15019,21706,7
15019,21707,7
15019,21709,7
15019,21711,7
15019,21712,7
15019,21713,7
15019,21715,7
15019,21722,7
15019,21723,7
15019,21726,7
15019,21728,7
15019,21729,7
15019,21730,7
15019,21732,7
15019,21736,7
15019,21738,7
15019,21739,7
15019,21740,7
15019,21741,7
15019,21743,7
15019,21746,7
15019,21747,7
15019,21753,0.5
15019,21754,3
15019,29106,7
15019,29109,7
15019,29127,3
15019,29134,7
15019,29312,7
15019,29317,7
15019,29337,7
15019,29339,7
15019,29346,5
15019,29348,7
15019,29368,7
15019,29377,7
15019,29378,6.5
15019,29379,7
15019,29504,7
15019,29546,2
15019,29561,7
15019,29571,7
15019,29573,7
15019,29587,5.5
15019,29588,5
15019,29707,7
15019,29710,7
15019,29717,6.5
15019,29729,7
15019,29741,7
15019,29768,7
15019,29769,6
15019,29776,7
15019,29777,7
15019,29778,7
15019,29901,7
15019,29903,7
15019,29908,7
15019,29911,7
15019,29919,7
15019,29925,7
15019,31101,7
15019,31103,6
15019,39301,7
15019,39304,7
15019,39305,5
15019,39307,7
15029,10713,4
15029,14263,7
15029,14873,7
15029,15019,7
15029,15033,7
15029,15124,7
15029,15410,7
15029,15431,7
15029,15438,7
15029,15444,5
15029,15448,7
15029,15454,7
15029,15603,7
15029,15612,7
15029,15616,7
15029,20104,7
15029,20108,7
15029,20119,7
15029,20122,7
15029,20134,1
15029,20136,6
15029,20145,7
15029,20147,7
15029,20305,7
15029,20310,7
15029,20321,7
15029,20325,1
15029,20329,7
15029,20340,7
15029,20343,7
15029,20501,6
15029,20504,7
15029,20505,2
15029,20508,3
15029,20517,7
15029,20519,7
15029,20529,7
15029,20533,5
15029,20536,0.5
15029,20537,7
15029,20538,7
15029,20542,7
15029,20702,7
15029,20705,7
15029,20706,7
15029,20708,7
15029,20712,7
15029,20720,7
15029,20723,7
15029,20724,7
15029,20726,6
15029,20727,7
15029,20731,7
15029,20733,7
15029,20748,7
15029,20749,7
15029,20750,7
15029,20754,7
15029,20757,7
15029,20759,1.5
15029,20762,7
15029,20904,7
15029,20906,1
15029,20907,7
15029,20920,7
15029,20927,7
15029,20932,7
15029,20934,7
15029,20941,6.5
15029,20944,6.5
15029,20946,1
15029,20952,7
15029,20954,7
15029,20955,7
15029,20958,7
15029,20959,7
15029,21102,7
15029,21103,0.5
15029,21110,6.5
15029,21118,7
15029,21124,7
15029,21137,7
15029,21140,7
15029,21167,1
15029,21168,1
15029,21171,1
15029,21172,7
15029,21176,2
15029,21177,1
15029,21198,6.5
15029,21300,7
15029,21303,6.5
15029,21304,7
15029,21306,7
15029,21308,7
15029,21309,7
15029,21311,7
15029,21312,7
15029,21313,7
15029,21314,7
15029,21315,7
15029,21316,7
15029,21321,7
15029,21324,6
15029,21326,7
15029,21329,7
15029,21334,7
15029,21335,7
15029,21340,7
15029,21341,7
15029,21342,7
15029,21343,7
15029,21344,7
15029,21352,7
15029,21353,0.5
15029,21357,1
15029,21358,6
15029,21361,7
15029,21362,7
15029,21365,6.5
15029,21366,7
15029,21368,7
15029,21369,7
15029,21370,7
15029,21371,7
15029,21372,7
15029,21375,7
15029,21502,7
15029,21504,7
15029,21506,7
15029,21507,6.5
15029,21508,7
15029,21525,7
15029,21529,7
15029,21530,7
15029,21532,2
15029,21536,7
15029,21538,7
15029,21540,7
15029,21545,7
15029,21548,7
15029,21554,6.5
15029,21566,7
15029,21703,7
15029,21706,7
15029,21707,7
15029,21709,7
15029,21711,7
15029,21712,7
15029,21713,7
15029,21715,7
15029,21722,7
15029,21723,7
15029,21726,7
15029,21728,7
15029,21729,7
15029,21730,7
15029,21732,7
15029,21736,7
15029,21738,7
15029,21739,7
15029,21740,7
15029,21741,7
15029,21743,7
15029,21746,7
15029,21747,7
15029,21753,0.5
15029,21754,3
15029,29106,7
15029,29109,7
15029,29127,3
15029,29134,7
15029,29312,7
15029,29317,7
15029,29337,7
15029,29339,7
15029,29346,5
15029,29348,7
15029,29368,7
15029,29377,7
15029,29378,6.5
15029,29379,7
15029,29504,7
15029,29546,2
15029,29561,7
15029,29571,7
15029,29573,7
15029,29587,5.5
15029,29588,5
15029,29707,7
15029,29710,7
15029,29717,6.5
15029,29729,7
15029,29741,7
15029,29768,7
15029,29769,6
15029,29776,7
15029,29777,7
15029,29778,7
15029,29901,7
15029,29903,7
15029,29908,7
15029,29911,7
15029,29919,7
15029,29925,7
15029,31101,7
15029,31103,6
15029,39301,7
15029,39304,7
15029,39305,5
15029,39307,7
15033,10713,4
15033,14263,7
15033,14873,7
15033,15019,7
15033,15029,7
15033,15124,7
15033,15410,7
15033,15431,7
15033,15438,7
15033,15444,5
15033,15448,7
15033,15454,7
15033,15603,7
15033,15612,7
15033,15616,7
15033,20104,7
15033,20108,7
15033,20119,7
15033,20122,7
15033,20134,1
15033,20136,6
15033,20145,7
15033,20147,7
15033,20305,7
15033,20310,7
15033,20321,7
15033,20325,1
15033,20329,7
15033,20340,7
15033,20343,7
15033,20501,6
15033,20504,7
15033,20505,2
15033,20508,3
15033,20517,7
15033,20519,7
15033,20529,7
15033,20533,5
15033,20536,0.5
15033,20537,7
15033,20538,7
15033,20542,7
15033,20702,7
15033,20705,7
15033,20706,7
15033,20708,7
15033,20712,7
15033,20720,7
15033,20723,7
15033,20724,7
15033,20726,6
15033,20727,7
15033,20731,7
15033,20733,7
15033,20748,7
15033,20749,7
15033,20750,7
15033,20754,7
15033,20757,7
15033,20759,1.5
15033,20762,7
15033,20904,7
15033,20906,1
15033,20907,7
15033,20920,7
15033,20927,7
15033,20932,7
15033,20934,7
15033,20941,6.5
15033,20944,6.5
15033,20946,1
15033,20952,7
15033,20954,7
15033,20955,7
15033,20958,7
15033,20959,7
15033,21102,7
15033,21103,0.5
15033,21110,6.5
15033,21118,7
15033,21124,7
15033,21137,7
15033,21140,7
15033,21167,1
15033,21168,1
15033,21171,1
15033,21172,7
15033,21176,2
15033,21177,1
15033,21198,6.5
15033,21300,7
15033,21303,6.5
15033,21304,7
15033,21306,7
15033,21308,7
15033,21309,7
15033,21311,7
15033,21312,7
15033,21313,7
15033,21314,7
15033,21315,7
15033,21316,7
15033,21321,7
15033,21324,6
15033,21326,7
15033,21329,7
15033,21334,7
15033,21335,7
15033,21340,7
15033,21341,7
15033,21342,7
15033,21343,7
15033,21344,7
15033,21352,7
15033,21353,0.5
15033,21357,1
15033,21358,6
15033,21361,7
15033,21362,7
15033,21365,6.5
15033,21366,7
15033,21368,7
15033,21369,7
15033,21370,7
15033,21371,7
15033,21372,7
15033,21375,7
15033,21502,7
15033,21504,7
15033,21506,7
15033,21507,6.5
15033,21508,7
15033,21525,7
15033,21529,7
15033,21530,7
15033,21532,2
15033,21536,7
15033,21538,7
15033,21540,7
15033,21545,7
15033,21548,7
15033,21554,6.5
15033,21566,7
15033,21703,7
15033,21706,7
15033,21707,7
15033,21709,7
15033,21711,7
15033,21712,7
15033,21713,7
15033,21715,7
15033,21722,7
15033,21723,7
15033,21726,7
15033,21728,7
15033,21729,7
15033,21730,7
15033,21732,7
15033,21736,7
15033,21738,7
15033,21739,7
15033,21740,7
15033,21741,7
15033,21743,7
15033,21746,7
15033,21747,7
15033,21753,0.5
15033,21754,3
15033,29106,7
15033,29109,7
15033,29127,3
15033,29134,7
15033,29312,7
15033,29317,7
15033,29337,7
15033,29339,7
15033,29346,5
15033,29348,7
15033,29368,7
15033,29377,7
15033,29378,6.5
15033,29379,7
15033,29504,7
15033,29546,2
15033,29561,7
15033,29571,7
15033,29573,7
15033,29587,5.5
15033,29588,5
15033,29707,7
15033,29710,7
15033,29717,6.5
15033,29729,7
15033,29741,7
15033,29768,7
15033,29769,6
15033,29776,7
15033,29777,7
15033,29778,7
15033,29901,7
15033,29903,7
15033,29908,7
15033,29911,7
15033,29919,7
15033,29925,7
15033,31101,7
15033,31103,6
15033,39301,7
15033,39304,7
15033,39305,5
15033,39307,7
15085,14066,7
15085,14657,7
15085,14854,7
15085,14863,7
15085,15444,2
15085,15445,7
15085,15446,7
15085,15455,7
15085,15621,7
15085,15634,7
15085,20107,7
15085,20124,7
15085,20130,4
15085,20134,6
15085,20136,1
15085,20138,7
15085,20139,7
15085,20301,7
15085,20304,4
15085,20307,7
15085,20316,7
15085,20325,6
15085,20337,7
15085,20342,7
15085,20344,7
15085,20346,4
15085,20351,7
15085,20352,7
15085,20355,7
15085,20356,7
15085,20357,7
15085,20501,1
15085,20505,2
15085,20508,4
15085,20518,7
15085,20521,7
15085,20522,7
15085,20526,7
15085,20527,7
15085,20528,7
15085,20530,7
15085,20531,7
15085,20532,7
15085,20533,2
15085,20535,7
15085,20536,6.5
15085,20703,7
15085,20704,7
15085,20709,7
15085,20715,7
15085,20725,7
15085,20726,1
15085,20729,7
15085,20738,7
15085,20755,7
15085,20756,7
15085,20758,7
15085,20759,5.5
15085,20903,7
15085,20906,6
15085,20909,7
15085,20910,7
15085,20915,7
15085,20916,7
15085,20924,7
15085,20925,7
15085,20926,7
15085,20929,7
15085,20941,0.5
15085,20944,0.5
15085,20946,6
15085,20947,7
15085,20948,7
15085,20949,4
15085,20962,7
15085,20963,7
15085,21101,7
15085,21103,6.5
15085,21105,7
15085,21106,7
15085,21108,7
15085,21109,7
15085,21110,0.5
15085,21111,7
15085,21116,7
15085,21117,7
15085,21122,7
15085,21123,7
15085,21125,7
15085,21128,7
15085,21129,7
15085,21131,7
15085,21132,7
15085,21135,7
15085,21139,7
15085,21142,7
15085,21143,7
15085,21148,7
15085,21149,7
15085,21150,7
15085,21162,7
15085,21163,7
15085,21164,7
15085,21165,7
15085,21167,6
15085,21168,6
15085,21170,7
15085,21171,6
15085,21174,7
15085,21175,7
15085,21176,2
15085,21177,6
15085,21178,7
15085,21179,7
15085,21180,7
15085,21182,7
15085,21184,7
15085,21187,7
15085,21188,7
15085,21189,7
15085,21191,7
15085,21192,7
15085,21193,7
15085,21196,7
15085,21198,0.5
15085,21302,7
15085,21303,0.5
15085,21305,7
15085,21307,7
15085,21317,7
15085,21318,7
15085,21323,7
15085,21324,1
15085,21328,7
15085,21330,7
15085,21331,7
15085,21332,7
15085,21333,7
15085,21337,7
15085,21345,7
15085,21346,7
15085,21347,7
15085,21348,7
15085,21349,7
15085,21350,7
15085,21351,7
15085,21353,6.5
15085,21354,7
15085,21355,7
15085,21356,7
15085,21357,6
15085,21358,1
15085,21359,7
15085,21360,7
15085,21364,7
15085,21365,0.5
15085,21367,7
15085,21373,7
15085,21376,7
15085,21500,7
15085,21501,7
15085,21503,7
15085,21505,7
15085,21507,0.5
15085,21509,7
15085,21510,7
15085,21512,7
15085,21513,7
15085,21514,7
15085,21515,7
15085,21516,7
15085,21519,7
15085,21520,7
15085,21521,7
15085,21522,7
15085,21523,7
15085,21524,7
15085,21526,7
15085,21527,7
15085,21528,7
15085,21531,7
15085,21532,2
15085,21537,7
15085,21539,7
15085,21541,7
15085,21542,7
15085,21543,7
15085,21544,7
15085,21546,7
15085,21547,7
15085,21549,7
15085,21550,7
15085,21551,7
15085,21552,7
15085,21553,7
15085,21554,0.5
15085,21555,7
15085,21556,7
15085,21557,7
15085,21558,7
15085,21559,7
15085,21560,7
15085,21561,7
15085,21562,7
15085,21563,7
15085,21564,7
15085,21565,7
15085,21700,7
15085,21701,7
15085,21702,7
15085,21704,7
15085,21705,7
15085,21708,7
15085,21710,7
15085,21714,7
15085,21716,7
15085,21717,7
15085,21718,7
15085,21719,7
15085,21720,7
15085,21721,7
15085,21724,7
15085,21725,7
15085,21727,7
15085,21731,7
15085,21733,7
15085,21734,7
15085,21735,7
15085,21737,7
15085,21742,7
15085,21744,7
15085,21745,7
15085,21748,7
15085,21749,7
15085,21750,3
15085,21751,3
15085,21752,3
15085,21753,2.5
15085,21755,3
15085,29127,4
15085,29143,7
15085,29321,7
15085,29323,7
15085,29346,2
15085,29375,7
15085,29378,0.5
15085,29393,7
15085,29539,7
15085,29541,7
15085,29546,5
15085,29550,7
15085,29565,7
15085,29572,7
15085,29587,1.5
15085,29588,2
15085,29701,7
15085,29717,0.5
15085,29718,7
15085,29759,7
15085,29760,7
15085,29762,7
15085,29769,1
15085,29910,7
15085,29932,7
15085,31102,7
15085,31103,1
15085,39305,2
15085,39308,7
15124,10713,4
15124,14263,7
15124,14873,7
15124,15019,7
15124,15029,7
15124,15033,7
15124,15410,7
15124,15431,7
15124,15438,7
15124,15444,5
15124,15448,7
15124,15454,7
15124,15603,7
15124,15612,7
15124,15616,7
15124,20104,7
15124,20108,7
15124,20119,7
15124,20122,7
15124,20134,1
15124,20136,6
15124,20145,7
15124,20147,7
15124,20305,7
15124,20310,7
15124,20321,7
15124,20325,1
15124,20329,7
15124,20340,7
15124,20343,7
15124,20501,6
15124,20504,7
15124,20505,2
15124,20508,3
15124,20517,7
15124,20519,7
15124,20529,7
15124,20533,5
15124,20536,0.5
15124,20537,7
15124,20538,7
15124,20542,7
15124,20702,7
15124,20705,7
15124,20706,7
15124,20708,7
15124,20712,7
15124,20720,7
15124,20723,7
15124,20724,7
15124,20726,6
15124,20727,7
15124,20731,7
15124,20733,7
15124,20748,7
15124,20749,7
15124,20750,7
15124,20754,7
15124,20757,7
15124,20759,1.5
15124,20762,7
15124,20904,7
15124,20906,1
15124,20907,7
15124,20920,7
15124,20927,7
15124,20932,7
15124,20934,7
15124,20941,6.5
15124,20944,6.5
15124,20946,1
15124,20952,7
15124,20954,7
15124,20955,7
15124,20958,7
15124,20959,7
15124,21102,7
15124,21103,0.5
15124,21110,6.5
15124,21118,7
15124,21124,7
15124,21137,7
15124,21140,7
15124,21167,1
15124,21168,1
15124,21171,1
15124,21172,7
15124,21176,2
15124,21177,1
15124,21198,6.5
15124,21300,7
15124,21303,6.5
15124,21304,7
15124,21306,7
15124,21308,7
15124,21309,7
15124,21311,7
15124,21312,7
15124,21313,7
15124,21314,7
15124,21315,7
15124,21316,7
15124,21321,7
15124,21324,6
15124,21326,7
15124,21329,7
15124,21334,7
15124,21335,7
15124,21340,7
15124,21341,7
15124,21342,7
15124,21343,7
15124,21344,7
15124,21352,7
15124,21353,0.5
15124,21357,1
15124,21358,6
15124,21361,7
15124,21362,7
15124,21365,6.5
15124,21366,7
15124,21368,7
15124,21369,7
15124,21370,7
15124,21371,7
15124,21372,7
15124,21375,7
15124,21502,7
15124,21504,7
15124,21506,7
15124,21507,6.5
15124,21508,7
15124,21525,7
15124,21529,7
15124,21530,7
15124,21532,2
15124,21536,7
15124,21538,7
15124,21540,7
15124,21545,7
15124,21548,7
15124,21554,6.5
15124,21566,7
15124,21703,7
15124,21706,7
15124,21707,7
15124,21709,7
15124,21711,7
15124,21712,7
15124,21713,7
15124,21715,7
15124,21722,7
15124,21723,7
15124,21726,7
15124,21728,7
15124,21729,7
15124,21730,7
15124,21732,7
15124,21736,7
15124,21738,7
15124,21739,7
15124,21740,7
15124,21741,7
15124,21743,7
15124,21746,7
15124,21747,7
15124,21753,0.5
15124,21754,3
15124,29106,7
15124,29109,7
15124,29127,3
15124,29134,7
15124,29312,7
15124,29317,7
15124,29337,7
15124,29339,7
15124,29346,5
15124,29348,7
15124,29368,7
15124,29377,7
15124,29378,6.5
15124,29379,7
15124,29504,7
15124,29546,2
15124,29561,7
15124,29571,7
15124,29573,7
15124,29587,5.5
15124,29588,5
15124,29707,7
15124,29710,7
15124,29717,6.5
15124,29729,7
15124,29741,7
15124,29768,7
15124,29769,6
15124,29776,7
15124,29777,7
15124,29778,7
15124,29901,7
15124,29903,7
15124,29908,7
15124,29911,7
15124,29919,7
15124,29925,7
15124,31101,7
15124,31103,6
15124,39301,7
15124,39304,7
15124,39305,5
15124,39307,7
15410,10713,4
15410,14263,7
15410,14873,7
15410,15019,7
15410,15029,7
15410,15033,7
15410,15124,7
15410,15431,7
15410,15438,7
15410,15444,5
15410,15448,7
15410,15454,7
15410,15603,7
15410,15612,7
15410,15616,7
15410,20104,7
15410,20108,7
15410,20119,7
15410,20122,7
15410,20134,1
15410,20136,6
15410,20145,7
15410,20147,7
15410,20305,7
15410,20310,7
15410,20321,7
15410,20325,1
15410,20329,7
15410,20340,7
15410,20343,7
15410,20501,6
15410,20504,7
15410,20505,2
15410,20508,3
15410,20517,7
15410,20519,7
15410,20529,7
15410,20533,5
15410,20536,0.5
15410,20537,7
15410,20538,7
15410,20542,7
15410,20702,7
15410,20705,7
15410,20706,7
15410,20708,7
15410,20712,7
15410,20720,7
15410,20723,7
15410,20724,7
15410,20726,6
15410,20727,7
15410,20731,7
15410,20733,7
15410,20748,7
15410,20749,7
15410,20750,7
15410,20754,7
15410,20757,7
15410,20759,1.5
15410,20762,7
15410,20904,7
15410,20906,1
15410,20907,7
15410,20920,7
15410,20927,7
15410,20932,7
15410,20934,7
15410,20941,6.5
15410,20944,6.5
15410,20946,1
15410,20952,7
15410,20954,7
15410,20955,7
15410,20958,7
15410,20959,7
15410,21102,7
15410,21103,0.5
15410,21110,6.5
15410,21118,7
15410,21124,7
15410,21137,7
15410,21140,7
15410,21167,1
15410,21168,1
15410,21171,1
15410,21172,7
15410,21176,2
15410,21177,1
15410,21198,6.5
15410,21300,7
15410,21303,6.5
15410,21304,7
15410,21306,7
15410,21308,7
15410,21309,7
15410,21311,7
15410,21312,7
15410,21313,7
15410,21314,7
15410,21315,7
15410,21316,7
15410,21321,7
15410,21324,6
15410,21326,7
15410,21329,7
15410,21334,7
15410,21335,7
15410,21340,7
15410,21341,7
15410,21342,7
15410,21343,7
15410,21344,7
15410,21352,7
15410,21353,0.5
15410,21357,1
15410,21358,6
15410,21361,7
15410,21362,7
15410,21365,6.5
15410,21366,7
15410,21368,7
15410,21369,7
15410,21370,7
15410,21371,7
15410,21372,7
15410,21375,7
15410,21502,7
15410,21504,7
15410,21506,7
15410,21507,6.5
15410,21508,7
15410,21525,7
15410,21529,7
15410,21530,7
15410,21532,2
15410,21536,7
15410,21538,7
15410,21540,7
15410,21545,7
15410,21548,7
15410,21554,6.5
15410,21566,7
15410,21703,7
15410,21706,7
15410,21707,7
15410,21709,7
15410,21711,7
15410,21712,7
15410,21713,7
15410,21715,7
15410,21722,7
15410,21723,7
15410,21726,7
15410,21728,7
15410,21729,7
15410,21730,7
15410,21732,7
15410,21736,7
15410,21738,7
15410,21739,7
15410,21740,7
15410,21741,7
15410,21743,7
15410,21746,7
15410,21747,7
15410,21753,0.5
15410,21754,3
15410,29106,7
15410,29109,7
15410,29127,3
15410,29134,7
15410,29312,7
15410,29317,7
15410,29337,7
15410,29339,7
15410,29346,5
15410,29348,7
15410,29368,7
15410,29377,7
15410,29378,6.5
15410,29379,7
15410,29504,7
15410,29546,2
15410,29561,7
15410,29571,7
15410,29573,7
15410,29587,5.5
15410,29588,5
15410,29707,7
15410,29710,7
15410,29717,6.5
15410,29729,7
15410,29741,7
15410,29768,7
15410,29769,6
15410,29776,7
15410,29777,7
15410,29778,7
15410,29901,7
15410,29903,7
15410,29908,7
15410,29911,7
15410,29919,7
15410,29925,7
15410,31101,7
15410,31103,6
15410,39301,7
15410,39304,7
15410,39305,5
15410,39307,7
15431,10713,4
15431,14263,7
15431,14873,7
15431,15019,7
15431,15029,7
15431,15033,7
15431,15124,7
15431,15410,7
15431,15438,7
15431,15444,5
15431,15448,7
15431,15454,7
15431,15603,7
15431,15612,7
15431,15616,7
15431,20104,7
15431,20108,7
15431,20119,7
15431,20122,7
15431,20134,1
15431,20136,6
15431,20145,7
15431,20147,7
15431,20305,7
15431,20310,7
15431,20321,7
15431,20325,1
15431,20329,7
15431,20340,7
15431,20343,7
15431,20501,6
15431,20504,7
15431,20505,2
15431,20508,3
15431,20517,7
15431,20519,7
15431,20529,7
15431,20533,5
15431,20536,0.5
15431,20537,7
15431,20538,7
15431,20542,7
15431,20702,7
15431,20705,7
15431,20706,7
15431,20708,7
15431,20712,7
15431,20720,7
15431,20723,7
15431,20724,7
15431,20726,6
15431,20727,7
15431,20731,7
15431,20733,7
15431,20748,7
15431,20749,7
15431,20750,7
15431,20754,7
15431,20757,7
15431,20759,1.5
15431,20762,7
15431,20904,7
15431,20906,1
15431,20907,7
15431,20920,7
15431,20927,7
15431,20932,7
15431,20934,7
15431,20941,6.5
15431,20944,6.5
15431,20946,1
15431,20952,7
15431,20954,7
15431,20955,7
15431,20958,7
15431,20959,7
15431,21102,7
15431,21103,0.5
15431,21110,6.5
15431,21118,7
15431,21124,7
15431,21137,7
15431,21140,7
15431,21167,1
15431,21168,1
15431,21171,1
15431,21172,7
15431,21176,2
15431,21177,1
15431,21198,6.5
15431,21300,7
15431,21303,6.5
15431,21304,7
15431,21306,7
15431,21308,7
15431,21309,7
15431,21311,7
15431,21312,7
15431,21313,7
15431,21314,7
15431,21315,7
15431,21316,7
15431,21321,7
15431,21324,6
15431,21326,7
15431,21329,7
15431,21334,7
15431,21335,7
15431,21340,7
15431,21341,7
15431,21342,7
15431,21343,7
15431,21344,7
15431,21352,7
15431,21353,0.5
15431,21357,1
15431,21358,6
15431,21361,7
15431,21362,7
15431,21365,6.5
15431,21366,7
15431,21368,7
15431,21369,7
15431,21370,7
15431,21371,7
15431,21372,7
15431,21375,7
15431,21502,7
15431,21504,7
15431,21506,7
15431,21507,6.5
15431,21508,7
15431,21525,7
15431,21529,7
15431,21530,7
15431,21532,2
15431,21536,7
15431,21538,7
15431,21540,7
15431,21545,7
15431,21548,7
15431,21554,6.5
15431,21566,7
15431,21703,7
15431,21706,7
15431,21707,7
15431,21709,7
15431,21711,7
15431,21712,7
15431,21713,7
15431,21715,7
15431,21722,7
15431,21723,7
15431,21726,7
15431,21728,7
15431,21729,7
